Eliminate?,Title,NWits,Note JBC
,'Liebesbrief' XVIII,1,
,'Liebesbrief' XX,1,
,'Liebesbrief' XXI,1,
,'Liebesbrief' XXII,1,
,'Liebesbrief' XXIII,1,
,"'Liebesbrief', dt.-lat.",1,
,'Liebesbriefe (aus Konstanz?)',1,
,'Liebesbriefsteller aus Schwaben',1,
,'Liebesgespräch' I,2,
,'Liebesgespräch' II,2,
,'Liebesgespräch' III,1,
,'Liebesgruß' / Dienstversicherung,1,
,'Liebesgruß' I,1,
,'Liebesgruß' II,1,
,'Liebesgruß' III,1,
,'Liebesgruß' IV,1,
,'Liebesgrüße' (früher: 'Liebesbriefsteller aus Köln'),1,
,'Liebeshoffnung',1,
,'Liebesklage an die Geliebte G',1,
,'Liebesklage einer Frau' I,1,
,'Liebesklage einer Frau' II,1,
,'Liebesklage eines Mannes',3,
,'Liebesklage und Antwort',1,
,'Liebesklage' I,1,
,'Liebesklage' II,1,
,'Liebesklage' III,1,
,'Liebesklage' IV,1,
,'Liebesklage' IX,1,
,'Liebesklage' V,1,
,'Liebesklage' VI,1,
,'Liebesklage' VII,1,
,'Liebesklage' VIII,1,
,'Liebesklage' X,1,
,'Liebeskunst' (Ovid),1,
,'Liebesnarren vor Venus',1,
,'Liebespein',1,
,'Liebesseufzer',1,
,'Liebesversicherung',1,
,'Liebeswerbung',1,
,'Lied von Dole',3,
,'Liederbuch der Anna von Köln',1,
,'Liedersaal-Handschrift',1,
,'Liegnitzer Chronik',2,
,'Lienhart Scheubels Heldenbuch',1,
,'Lilienfelder Andachtsbuch',1,
,'Limburger Monatsregeln',1,
,'Limburgse Sermoenen',4,
,'Linzer Oswald',1,
,'Litauische Wegeberichte',2,
,'Liudger von Münster' (Prosalegende),1,
,'Livländische Reimchronik',3,
,'Lob der beständigen Frauen',3,
,'Lob der Frauen und Schelte auf die Merker',1,
,'Lob der Frauen von drei Papageien',1,
,'Lob der Frauen' I,13,
,'Lob der Frauen' II,1,
,'Lob der Frauen' III,1,
,'Lob der Frauen' IV,1,
,'Lob der Frauen' V,1,
,'Lob der Frauen' VI,1,
,'Lob der Frauen' VII,2,
,'Lob der Geliebten',1,
,'Lob der Geliebten' I,1,
,'Lob der grünen Farbe',4,
,'Lob der guten Fut',5,
,'Lob der Jungfrau Maria',2,
,'Lob der ritterlichen Minne',1,
,'Lob des Aderlasses',1,
,'Lob des Klosterlebens' Dye götlich stimme rüffet,4,
,'Lob einer tugendhaften Frau',1,
,'Löbauer Roßarzneibuch',1,
,'Lobgesang auf Maria',4,
,'Loblich legend von keyser Karls streyt vor Regenspurg geschechen',3,
,'Loccumer Artusroman',1,
,'Lochamer-Liederbuch',3,
,'Lohengrin',4,
,'Londoner Wund- und Salbenbuch',1,
,'Lorengel',2,
,'Lorscher Arzneibuch',1,
,'Lorscher Beichte',1,
,'Lorscher Bienensegen Kirst imbi ist hucze',1,
,'Losbuch' (gereimt),1,
,'Losbuch' (gereimt) II,4,
,'Löwe und Geiß',3,
,'Löwe und Maus',5,
,'Löwe und Sohn',7,
,'Löwenberger Rechtsbuch',1,
,'Löwenfabel',1,
,'Lübecker Ratschronik von 1401-1482',1,
,'Lübecker Ratswahlordnung mit Ratseid',1,
,'Lübener Osterspiel',1,
,'Lübisches Recht',43,
,'Lucidarius',100,
,'Ludwig der Bayer',1,
,'Ludwig IX. (frz. König)',4,
,'Ludwig von Toulouse' (Prosalegende),7,
,'Ludwigslied',1,
,'Lüneburger Chronik bis 1414 (1421)',3,
,'Lüneburger Maibaumtext',1,
,'Lüneburger Prälatenkrieg',1,
,'Luneten Mantel',2,
,'Lustgarten',1,
,'Lüstlicher Würzgarten',1,
,'Luzerner Weltgerichtsspiel',1,
,'Maastrichter (ripuarisches) Passionsspiel',1,
,"'Macer', dt. (Jüngere Prosabearbeitung)",13,
,"'Macer', dt. (Reimfassung)",8,
,"'Macer', dt. (Vulgat-Fassung)",142,
,'Madelgijs',10,
,'Magdeburger Äsop',1,
,'Magdeburger Dienstrecht',26,
,'Magdeburger Fragen',15,
,'Magdeburger Schöffenrecht',18,
,'Magdeburger Schöppenchronik',12,
,'Magelone' / 'Histori von dem Ritter mit den silbern schlüsseln und der schönen Magelonna' von Veit Warbeck,1,
,'Magelone' / 'Piro de Prouence und Magelonna',1,
,'Magen und Glieder',1,
,'Magnet Unserer Lieben Frau',2,
,'Mahrenberger Psalter',1,
,'Mai und August',3,
,'Mai und Beaflor',2,
,'Mainauer Naturlehre',4,
,'Mainzer Beichte II',1,
,'Mainzer Beichte III',1,
,'Mainzer Beichte',2,
,'Mainzer Belagerung' / 'Eroberung von Mainz 1462',1,
,'Mainzer Chronik',2,
,'Mainzer Reichslandfrieden Kaiser Friedrichs II.' (1235),36,
,'Maister Constantini Buch',1,
,'Malagis',2,
,'Manderscheider Liederbuch',1,
,'Männertreue und Frauentreue',4,
,'Mantel Unserer Lieben Frau' (Gebetfolge),2,
,'Mantel Unserer Lieben Frau' (Ndl. Rosenkranz),1,
,'Mantel Unserer Lieben Frau' / 'Der geistliche Mantel der Seraphin',1,
,'Mantel Unserer Lieben Frau' / 'Der geistliche Mantel unserer lieben Frau',5,
,'Manuel und Amande',2,
,'Mappa mundi',1,
,'Marburg-Kasseler Bibel-Fragmente',1,
,'Marburger Prophetenspiel',1,
,'Marburger Weltgerichtsspiel',1,
,'Margareta von Antiochien' (Prosalegenden),17,
,'Margareta von Antiochien' (Verslegende I),15,
,'Margareta von Antiochien' (Verslegende II),1,
,'Margareta von Antiochien' (Verslegende III),1,
,'Margareta von Antiochien' (Verslegende IV),1,
,'Margareta von Antiochien' (Verslegende IX),6,
,'Margareta von Antiochien' (Verslegende V),1,
,'Margareta von Antiochien' (Verslegende VI),3,
,'Margareta von Antiochien' (Verslegende VII),1,
,'Margareta von Antiochien' (Verslegende VIII),1,
,'Margareta von Antiochien' (Verslegende X),2,
,'Margareta von Antiochien' (Verslegende XII),1,
,'Margareta von Antiochien' (Verslegende XIII),1,
,'Margareta von Antiochien' (Verslegende XVIII),1,
,'Margareta von Ungarn',9,
,'Maria Aegyptiaca' (Bair. Verslegende),1,
,'Maria Aegyptiaca' (Prosalegenden),5,
,'Maria Aegyptiaca' (Rheinfrk. Verslegende),1,
,'Maria als Buch',1,
,'Maria Magdalena' (Prosalegenden),18,
,'Maria Magdalena' (Verslegende I),1,
,'Maria Magdalena' (Verslegende II),1,
,'Maria Magdalena' (Verslegende III),2,
,'Maria Magdalena' (Verslegende IV),1,
,'Maria zart',12,
,'Marianischer Baumgarten',1,
,'Marien Himmelfahrt',5,
,'Marien Himmelfahrt' ('Rheinfränkische Marien Himmelfahrt'),2,
,'Marien Himmelfahrt' (Mnd. Marien Himmelfahrt),1,
,'Marien Himmelfahrt' / 'Mittelrheinische Marien Himmelfahrt',1,
,'Marien Kranz' I,1,
,'Marien Rosenkranz',4,
,'Marien Rosenkranz' (Schwäb. Prosafassung),1,
,'Marien Wurzgärtlein',1,
,'Marien-ABC',4,
,'Mariengrüße',32,Ave Maria ?
,'Marienleben der Königsberger Hs. 905',1,
,'Marienleben der Konstanzer Hs. A I 1',1,
,'Marienleben E das himelreich vnd ertreich geschaffen ward',1,
,'Marienleben Es sprichet sant Iheronimus',1,
,'Marienleben Es wirt vff gan eine růt',1,
,'Marienleich Du rose ob aller bluomen clar',1,
,'Marienlob',11,
,'Marienmesse Salve sancta parens',5,
,'Marienmesse Salve sancta parens' (dt.) [in Reimpaaren; Inc.: Daz ampt von vnser vrouwen ist],5,
,'Marienmesse Salve sancta parens' (dt.) [in Reimpaaren; Inc.: O hillighe godes moder],2,
,'Marienmesse Salve sancta parens' (dt.) [in Reimpaaren; Inc.: Salue vol aller selichait],1,
,'Marienmesse Salve sancta parens' (dt.) [Prosafassungen],4,
,'Marienmesse',1,
,'Marienmirakelsammlung',10,
,'Marienpsalter und Rosenkranz',7,
,'Mariensequenz aus Muri',4,
,'Mariensequenz aus Seckau',1,
,'Marina' I (Nd. Verslegende),1,
,'Marina' I (Prosalegenden),7,
,'Marina' II,1,
,'Markgrafenkrieg',5,
,'Martha' (Prosalegenden),4,
,'Martialis von Limoges' (Prosalegenden),1,
,'Martin von Tours' (Prosalegenden),1,
,'Martinslieder',3,
,"'Massa-Zazenhausen-Kompilation Angeli pacis amare flebunt' (bisher: Michael de Massa: 'Passionstraktat Angeli pacis', dt.)",4,
,"'Materi, End und Ordnung aller Kunst'",3,
,'Materie von eime jungen weltlichen ... manne' ('Geschichte eines jungen Weltkindes'),1,
,'Matthias (Apostel)' (Prosalegenden),8,
,'Mattighofener Predigtbruchstücke',1,
,'Mattseer Liebesbriefe',1,
,'Mea carissima',1,
,'Mechthild von Schottland' (nd. Prosalegende),2,
,'Media vita in morte sumus' (deutsch),13,
,'Medinger Gebetbücher',46,
,"'Meditationes vitae Christi', dt.",3,
,'Medizinalwässer',11,
,'Meiden und Leiden',1,
,'Meininger Reimbibel',2,
,'Meinrad',22,
,'Meißner Rechtsbuch',100,
,'Meißnische Chronik',4,
,'Meister Aristoteles',1,
,'Meister Reuauß',1,
,'Meisterbuch',41,
,'Meisterliederhandschriften',5,
,'Melker (rheinfränkisch-hessisches) Osterspiel',1,
,'Melker Gebete an die Dreifaltigkeit',1,
,'Melker Marienlied',1,
,'Memento mori',3,
,'Merigarto',1,
,'Merlin und Lüthild',1,
,'Merseburger Gebetbruchstück',1,
,'Merseburger Glossen',1,
,'Merseburger Zaubersprüche',1,
,'Meßerklärung Augustinus der hochwirdig lerer',1,
,'Meßerklärung Ego sum panis uiuus',5,
,'Meßerklärung Hie hebt sich an die betautung der hailige messe',5,
,'Meßerklärung Man findet vil büchlein vnd lere',8,
,'Meßerklärung Messe singen oder lesen',3,
,'Meßerklärung Sider nu die heilig messe',1,
,'Meßgebet Got uater allir cristinheit',1,
,"'Meßgebet Vater herre, vater got'",1,
,'Meßlehre Wann under aller andacht',4,
,'Mettener Predigtsammlung I',1,
,'Mettener Predigtsammlung II',1,
,'Millstätter Blutsegen Der heligo christ war geboren ce betlehem',2,
,'Millstätter Handschrift',1,
,'Millstätter Interlinearversion zum Psalter und zu den Hymnen des Römischen Breviers',1,
,'Millstätter Physiologus',1,
,'Millstätter Predigtsammlung',1,
,'Millstätter Sündenklage',2,
,'Min geist hat sich verwildet',1,
,'Minne und Gesellschaft',2,
,'Minne und Jagd',1,
,'Minne und Pfennig',1,
,'Minnebestiarium',2,
,'Minnedurst' ('Von großem Durste'),1,
,'Minneerlebnis',3,
,'Minnegespräch',2,
,'Minnegespräch' I,1,
,'Minnegespräch' II,1,
,'Minnehof',1,
,'Minnekatechese' I,2,
,'Minnekatechese' II,3,
,'Minneklage (aus Thüringen)',1,
,'Minneklage eines Mannes',3,
,'Minneklage' I,1,
,'Minneklage' II,1,
,'Minnelehre',1,
,'Minner und Trinker',8,
,'Minnerätsel vom Sperber',1,
,'Minnerede' I,1,
,'Minnesprüche an die Geliebte',1,
,'Minnesprüche an die Geliebte' I,1,
,'Minnewerbung',3,
,'Minnewerbung' I,1,
,"'Mirabilia Romae vel potius Historia et descriptio urbis Romae', dt.",4,
,"'Mirabilia Romae', dt.",10,
,"'Mirabilia Romae', nl.",2,
,'Mirakelbuch von Maria Waldrast',1,
,'Mischung aller Farben',1,
,'Missale' (dt.),14,
,'Mißglückte Werbung',1,
,'Mitteldeutsche Magnificat-Paraphrase',1,
,'Mitteldeutsche Predigten',9,
,'Mitteldeutscher Erec',2,
,'Mittelfränkische Heiligenpredigten',1,
,'Mittelfränkische Reimbibel',3,
,'Mittelfränkischer Augensegen',1,
,'Mittelniederdeutsche Legenda aurea',4,
,'Mittelniederdeutsche Praelocutor-Rolle',1,
,'Mittelniederdeutsche Predigtfragmente aus Helsingfors',1,
,'Mittelniederdeutsche Weltchronik',3,
,'Mittelniederdeutscher Bartholomäus',3,
,'Mittelniederdeutsches Ostergedicht',1,
,'Mittelrheinischer Totentanz',2,
,"'Momordica-Traktat', dt.",1,
,'Monatsregeln für die Wahl eines Freundes',1,
,'Mönch Felix',4,
,'Mönch Felix' (Prosafassung),1,
,'Mondsee-Wiener Liederhandschrift',1,
,'Mondseer Kochbuch',1,
,'Monsee-Wiener Fragmente',1,
,"'Moralium dogma philosophorum', mittelniederfrk. Übersetzung",1,
,'Morant und Galie',2,
,'Moringer' ('Der edle Moringer'),5,
,'Moriz von Craûn',1,
,'Moselfränkisches Katharinenspiel',1,
,'Mösersche Bruchstücke' (einer Liederhandschrift),1,
,'Mühldorfer Haus- und Arzneibuch',1,
,'Mühlhäuser (thüringisches) Katharinenspiel',1,
,'Mühlhäuser Rechtsbuch',2,
,'Münchener Predigt auf Johannes den Täufer',1,
,'Münchener Predigt vom Zauberer Simon',1,
,'Münchner Apostelbuch',3,
,'Münchner Augensegen Ganc ze demo fliezzentemo wazzera',1,
,'Münchner Beichte II',1,
,'Münchner Beichte III',1,
,'Münchner Beichte IV',1,
,'Münchner Beichte V',1,
,'Münchner Beichte VI' / 'Würzburger Beichte III',2,
,'Münchner Beichte VII' / 'Würzburger Beichte IV',2,
,'Münchner Bibel des Johannes Viler',1,
,'Münchner Frauenbüchlein',1,
,'Münchner Gebetbuch des cgm 73',1,
,'Münchner Glauben und Beichte',2,
,'Münchner Halssegen Swemo diu kela virswillit',1,
,'Münchner Hortulanus-Szene',1,
,'Münchner Marienklage',1,
,'Münchner Minnegarten',1,
,'Münchner Nachtsegen',1,
,'Münchner Osterspiel',1,
,'Münchner Oswald',6,
,'Münchner Weltgerichtsspiel',1,
,'Münchner Wundsegen',1,
,'Münnerstadter Predigtfragment',1,
,'Münsterische Chroniken' (nd.),1,
,'Murbacher Hymnen',1,
,'Muspilli',1,
,'Myrrhenbüschel-(Fasciculus-myrrhae-)Texte',13,
,'Mystischer Predigtzyklus (18 Predigten)',4,
,'Nabuchodonosor' ('Balthasar'),4,
,'Nachricht über den Kölner Hl. Rock',2,
,'Naglersches Fragment' einer Liederhandschrift,1,
,"'Narratio de primordiis Ordinis Theutonici', dt.",3,
,'Narrenschiffspredigt',1,
,'Natter und Feile',1,
,'Natuurkunde van het Geheelal',2,
,'Neidhartspiele',4,
,'Neptalym cervus emissus',1,
,'Neue Modetorheiten',1,
,'Neue Ordnung des Leprosenhauses von Soest',1,
,'Neujahrsgrüße auf 1441-48',3,
,'Neujahrswunsch von 1520',1,
,'Neujahrswunsch von 1525',1,
,'Neumarkter Cantionale',1,
,'Neumarkter Rechtsbuch',1,
,"'Neun Männer, neun Frauen'",3,
,'Neun Staffeln der Demut',1,
,'Neusohler Cato',1,
,'Neuzeller Predigtbruchstücke',1,
,'Nibelungenlied',37,
,'Niederdeutsche Cronick aller konninge tho Dennemarken',1,
,'Niederdeutsche Predigtsammlung aus Celle',1,
,'Niederdeutscher Gewürztraktat',14,
,'Niederfränkischer Tristan',1,
,'Niederrheinische Liederhandschrift',1,
,'Niederrheinischer Orientbericht',2,
,'Niederrheinischer Tundalus',1,
,'Niederrheinisches Augustinusbuch',11,
,'Niger abbas',3,
,'Nikolaus' (Prosalegenden),2,
,'Nikolaus' (Verslegende),1,
,'Nonne und toter Ritter',1,
,'Nonnenlehre' (Bearbeitung der 'Kreuztragenden Minne'),7,
,'Nordböhmischer Totentanz',1,
,'Nordhäuser Statuten',2,
,'Notker Balbulus',1,
,"'Novus Cato', dt.",1,
,'Nowgoroder Schra I',2,
,'Nowgoroder Schra II',3,
,'Nowgoroder Schra III',3,
,'Nowgoroder Schra IV',1,
,'Nowgoroder Schra V',1,
,'Nürnberg-Wiener Würzgart',2,
,'Nürnberger Beichte I',1,
,'Nürnberger Beichte II',1,
,'Nürnberger emblematische Schiffahrtspredigt',3,
,'Nürnberger Fünf-Gärten-Text',1,
,'Nürnberger Garten',1,
,'Nürnberger Jahrbücher des 15. Jahrhunderts',2,
,'Nürnberger Kunstbuch',1,
,'Nürnberger Marienbuch',1,
,'Nürnberger O welt-Gedicht',1,
,'Nürnberger Prosa-Äsop',1,
,'O du uzvliezender brunne',11,
,"'O filii ecclesiae' / 'Homo, tristis esto' (lat. und dt.)",8,
,'O laid und klag',5,
,'O-Antiphonen' (dt.),6,
,'Oberaltaicher Predigtsammlung',2,
,'Oberbayerisches Landrecht Kaiser Ludwigs des Bayern',137,
,'Oberdeutscher Servatius',4,
,'Oberdeutscher Theriaktraktat',6,
,'Oberdeutscher vierzeiliger Totentanz',6,
,'Oberdeutsches Aderlaßbüchel',9,
,'Oberrheinische Chronik',1,
,'Oberrheinisches Aderlaßbüchlein',1,
,'Obszöner Liebesgruß',1,
,'Ochse und Hirsch',5,
,'Odilia',2,
,'Ofener Stadtrechtsbuch',3,
,'Ogier van Denemarken',4,
,'Ogier von Dänemark',1,
,'Öl und Zugabe im Doppelglas',1,
,'Olmützer medizinisches Kompendium',1,
,'Olmützer Perikopen',6,
,'Onufrius' (Prosalegenden),6,
,'Ordens- und Preußische Annalen',2,
,'Ordinancie',4,
,'Ordnung der Gesundheit' für Rudolf von Hohenberg,15,
,"'Ordo iudiciarius', dt.",11,
,"'Ordo modernus predicancium', dt.",1,
,'Orendel' ('Der Graue Rock'),1,
,'Orlamünder Recht',1,
,'Ortenburger Losbuch',1,
,'Ortnit',12,
,'Ortolfische Anatomie',1,
,'Osnabrücker Osterspiel',1,
,'Osnabrücker Passionsspiel',1,
,'Ospinel',1,
,'Ostbrabanter Theriaktraktat',1,
,'Österreichische Chronik der Jahre 1454 bis 1467',2,
,'Österreichisches Landrecht',8,
,'Osterspiel von Muri',1,
,'Ostfriesisches Landrecht',3,
,'Ostfriesisches Wasserrecht',1,
,'Ostmitteldeutsche Legenda aurea I',2,
,'Ostmitteldeutsche Legenda aurea II',1,
,'Ostschwäbisches Briefformular',2,
,'Oswald' / 'Berliner Oswald',1,
,'Oswald' / 'Budapester Oswald',2,
,'Oswald' / 'Engelberger Oswald',1,
,'Oswald' / 'Münchner Oswald' (Prosaauflösung),1,
,'Ötenbacher Schwesternbuch',2,
,'Ottheinrich-Bibel',1,
,'Oxforder Brevierfragmente',1,
,'Oxforder Rezept',1,
,'Paderborner Psalmen',1,
,'Palmbaumtraktate',13,
,'Pange lingua gloriosi' (deutsch),12,
,'Pantaleon',3,
,'Papst-Kaiser-Rotulus',1,
,"'Paradisus animae', dt.",74,
,'Paradisus anime intelligentis' ('Paradis der fornuftigen sele'),11,
,'Parcheval',2,
,'Pariser Tagzeiten',1,
,'Parodistischer Liebesgruß',1,
,'Parthonopeus van Bloys',5,
,'Parthonopeus von Blois',1,
,'Passauer Wundarznei',1,
,'Passeierer (Predigt-)Bruchstück',1,
,'Passienbüchlein von den vier Hauptjungfrauen',5,
,'Passion Christi in Reimversen': 'Von unsers herren liden',1,
,'Passion Christi in Reimversen': Dogmatisch-allegorische Reimbearbeitung der Passion Christi,1,
,'Passion Christi in Reimversen': Frankfurter Passionsgedicht,1,
,'Passion Christi in Reimversen': Frauenfelder Passionsgedicht,1,
,'Passion Christi in Reimversen': Münchner Passionsgedichtfragmente,1,
,'Passion Christi in Reimversen': Passionsgedicht nach dem 'Extendit-manum'-Passionstraktat,1,
,'Passion Christi in Reimversen': Passionsgeschichte in Reimprosa,1,
,'Passional',108,
,'Passions-Alphabet',1,
,'Passionsauslegung Christo passo in carne',4,
,'Passionsbetrachtung Die hohe des himels',6,
,'Passionsbetrachtung Pone me ut signaculum',3,
,'Passionsbetrachtung Wir haben durch bewerte geschrift',4,
,'Passionsgedicht Da got sein abendessen wolt essen',1,
,'Passionsgedicht Do christ mit sinen jungern az',9,
,'Passionshistorie Do es nahet das di zit',1,
,"'Passionspredigten ""Geistlicher Lebkuchen""'",6,
,'Passionstraktat An dem fritag vor dem lidenden sunnentag',2,
,'Passionstraktat Do der minnenklich got',12,
,'Passionstraktat für Ordensleute',2,
,'Passionstraktat Sante Johannes ewangelist schribet uns in sinem passion',1,
,'Passionstraktat-Kompilation',11,
,'Paternoster-Parodie' und 'Ave-Maria-Parodie',2,
,'Patricius',1,
,"'Patris sapientia, veritas divina', dt. Versübertragung",3,
,"'Paulinische Briefe', dt.",5,
,'Paulus und Thekla' I,1,
,'Paulus und Thekla' II,1,
,'Paulus' (Prosalegenden),2,
,'Paulus' (Verslegende),1,
,'Pelagia' (Prosalegenden),2,
,'Pelagius' (Prosalegende),1,
,'Pelpliner Annalen',1,
,'Pestlatwergen-Beipackzettel',1,
,'Petirass Aheron' ('Himmelfahrt Aarons'),1,
,'Petroltraktate',1,
,'Petroneller Geburtsprognostik',1,
,'Petroneller Kräuterbuch',1,
,'Petrus und Paulus' (Prosalegenden),3,
,'Petrus von Mailand' (Prosalegenden),2,
,'Petruslied',1,
,'Pfäferser Passionsspielfragment',1,
,'Pfaffe und Ehebrecherin',3,
,'Pfaffenbuch',1,
,'Pfälzer Beichte',1,
,'Pfau und Esel',1,
,'Pfullinger Liederhandschrift',1,
,'Physiologus' ('Ahd. Physiologus'),2,
,'Physiologus' ('Melker Physiologus'),1,
,'Physiologus' ('Millstätter Physiologus'),1,
,'Physiologus' ('Schäftlarner Fragment'),1,
,'Physiologus' ('Wiener Physiologus'),1,
,'Pilatus',7,
,'Pilgerfahrt des träumenden Mönchs',4,
,"'Planctus animae', dt.",1,
,'Planetenbuch',7,
,"'Polnisches Recht', dt.",1,
,'Pommersfeldener (schlesisches) Augenbüchlein',1,
,'Pontus und Sidonia',7,
,'Prager (ostmitteldeutsches) Abendmahlspiel',1,
,'Prager (ostmitteldeutsches) Spiel über Maria in der Passion',1,
,'Prager Predigtbruchstücke',1,
,'Prager Predigtentwürfe',1,
,'Prager Predigtsammlung',4,
,'Prager Wundarznei',1,
,"'Praktik auf einen Anonymus 1486', dt. (Nativität)",1,
,'Predigt auf die Hochzeit zu Kana',3,
,'Predigt im Namen des Papstes an die Jungfrauen und Frauen',2,
,'Predigt vom ehelichen Leben',7,
,'Predigt von Christi Geburt',1,
,'Predigt von den Engeln',11,
,'Predigtbruchstück (?) aus Lemberg',1,
,'Predigtparodie aus clm 15613',1,
,'Preis der Geliebten',2,
,'Preis der Geliebten' I,2,
,'Preis der Geliebten' II,1,
,'Preis einer Frau',1,
,"'Preußisches Recht', dt.",14,
,'Preventa und Adoptata',6,
,'Priestereid' (ahd.),2,
,'Priesterkönig Johannes' ('Presbyterbrief'),4,
,'Privatbesitz im Ordensleben',7,
,'Privatbesitz im Ordensleben': 'Item nach gewonhait des ordens',1,
,'Privatbesitz im Ordensleben': 'Van der eighenscap',2,
,'Privatbesitz im Ordensleben': Dicta von Lehrern,4,
,"'Privilegium maius', dt.",1,
,'Pro nessia' / 'Contra vermes',2,
,"'Problemata Aristotelis', dt.",11,
,'Probra mulierum' ('Die Dienstmagd'),1,
,'Promptuarium medicinae',1,
,'Propheten-Auszug',15,
,'Prosakaiserchronik',15,
,'Prüler Steinbuch',3,
,'Prüler Wurmsegen',1,
,'Psalm 138',1,
,'Puech des gesicht sannd paul',1,
,"'Puer natus in Bethlehem', dt.",2,
,'Pyramus und Thisbe',2,
,"'Quaestio über Anfechtungen des Teufels und Hilfen gegen diese', nach Heinrich von Langenstein, dt.",3,
,'Quaestiones de medicorum statu' (Schles. Bearbeitung),1,
,"'Qui vult ornari', dt.",3,
,'Quirinus von Neuss',4,
,'Quodlibet Von der stampeney',3,
,'Quodlibet Wer an gut will witzig sein',3,
,'Rabenschlacht',5,
,'Rache für die Helchensöhne',1,
,'Radowitzsche Beichte',1,
,'Rappoltsteiner Parzifal',2,
,'Rat an die Frauen',1,
,'Rat der Frau Venus',1,
,'Rat der Vögel',16,
,'Rat einer Jungfrau',1,
,'Rat einer reinen Jungfrau',1,
,'Rat eines alten Mütterchens',1,
,'Rat im Leiden',1,
,'Ratschläge für einen Zaghaften',1,
,'Rätselgedicht vom Stein der Weisen',1,
,'Rattenberger Bergordnung',1,
,'Rechtsabecedar der 2200 Artikel',11,
,'Rechtverdicheit',1,
,'Rede von den fünfzehn Graden',6,
,'Redentiner Osterspiel',1,
,'Reformatio Friderici',24,
,'Reformatio Sigismundi',21,
,'Regel aines ordenlichen lebens',2,
,'Regel der Gesundheit',3,
,'Regel der heiligen Ehe',1,
,'Regel für Frauen' (Reimpaargedicht),1,
,'Regel und Leben Marias nach Christi Himmelfahrt',2,
,'Regel und Leben Marias nach Christi Himmelfahrt' (Epiphanius zugeschrieben),1,
,'Regel und Leben Marias nach Christi Himmelfahrt' (Hieronymus zugeschrieben),6,
,'Regel und Leben Marias nach Christi Himmelfahrt' (Johannes Chrysostomus zugeschrieben),2,
,"'Regensburg, Bayern und das Reich' (Lieder und Sprüche)",1,
,'Regensburger (alemannisches) Osterspiel',1,
,'Regensburger Dollingerlied',1,
,'Regensburger Liebesbrief',1,
,'Regierung der Kinder',1,
,'Regimen sanitatis Salernitanum' (deutsch),6,
,"'Regimen sanitatis Salernitanum' (deutsch) / 'Büechelîn, wie der mensch bewar daz leben sîn'",1,
,'Regimen sanitatis',16,
,'Regina coeli laetare' (deutsch),5,
,'Reichenauer Beichte',1,
,'Reichenauer Kochbuch aus der Badischen Landesbibliothek',1,
,'Reimpaargedichte der Gothaer Handschrift Chart. B 53',1,
,'Reimregel für eine geistliche Jungfrau',1,
,'Reimverse der Kremser Ketzer',2,
,'Reimverse eines Begarden',1,
,'Reinaerts Historie' ('Reinaert II'),2,
,'Reinfried von Braunschweig',1,
,'Reinolt von Montelban',2,
,'Reisetagebuch über die Krönung Friedrichs III.',1,
,"'Relatio' (Klenkoks Kampf gegen den Sachsenspiegel), mnd.",1,
,'Remedium to ryme vor de pestilenciam',1,
,'Renout van Montalbaen',3,
,'Resonet in laudibus' (deutsch),1,
,"'Revelationes Cornelii', dt.",1,
,'Rex Christe factor omnium' (deutsch),3,
,'Rezeptsammlung Wie man den frauwen ir czyt wider bringen solle',1,
,'Rheinauer Gebete',1,
,'Rheinauer Paulus',1,
,'Rheinauer Predigtsammlung',3,
,'Rheinfränkische Cantica-Fragmente',1,
,'Rheinfränkische Magnificat-Paraphrase in Versen',1,
,'Rheinfränkische Marien Himmelfahrt',1,
,'Rheinfränkisches Kochbuch',1,
,'Rheinische Monatsregeln',2,
,'Rheinisches Marienlob',1,
,'Richtsteig Landrechts II (Eisenacher Rechtsfälle)',1,
,'Richtsteig Lehnrechts',26,
,'Riedegger Handschrift',1,
,'Rigische Statuten',1,
,'Rinderharn-Traktat',1,
,'Ritter Poppe und Graf Wernart von Lewenperch',1,
,'Ritter und Bauer',2,
,"'Ritter, Bürger, Bauer' ('Der Bauer im Zweikampf')",1,
,'Ritterfahrt',2,
,'Ritterpreis',2,
,'Ritterschaft Christi',1,
,'Ritterschaft Jesu Christi',17,
,'Rittersitte',1,
,'Rittertreue',3,
,'Röbeler Spiel',1,
,'Robert von Molesmes',1,
,'Rochus' (Prosalegenden),6,
,'Roman der Lorreinen',3,
,'Roman van Caesar',2,
,'Römische Chirurgie',1,
,'Römische Liebesbriefe' (IX-XII),1,
,'Rosa von Viterbo',1,
,"'Rosarium philosophorum', dt.",1,
,'Rosenallegorie',1,
,'Rosengarten von dem Leiden Jesu Christi',14,
,'Rosengarten zu Worms',21,
,'Rosengärtlein des Herzens',3,
,'Rosenkranz unserer lieben Frau',1,
,'Rosenplütsche Fastnachtspiele',9,
,'Rosenroman' ('Die zweite Rose'),2,
,'Rosmarintraktat',2,
,'Roßaventüre',2,
,'Rostocker Gartengebet',2,
,'Rostocker Kinderlehre',1,
,'Rostocker Liederbuch',1,
,'Rostocker Maler- und Färberrezeptbuch',1,
,"'Rostocker Stadtbuch 3', lat.-dt.",1,
,'Rothenburger Kasparrolle',1,
,'Rothsche Predigtsammlung',3,
,'Rötteler Chronik',6,
,'Rudolf von Hürnheim und die bayerisch-augsburgische Fehde von 1296',1,
,'Rufus-Chronik',3,
