id,title,nwits
BIB874,Directions for Sailing,1
BIB876,Peter Alphonse's Disciplina Clericalis (ME version),1
BIB881,Gynecological Treatise in the Trotula tradition,1
BIB882,Dispute between a Christian and a Jew,1
BIB884,Dispute between Child Jesus and Masters of the Law of the Jews,1
BIB905,The Earl of Northumberland's request for pardon from Henry IV,1
BIB923,Safe-conduct of Henry VI,1
BIB925,Letter of Henry VI to the Abbot and Convent of Westminster,1
BIB936,Notes in documents under the privy seal,1
BIB937,Documents recorded in the Book of Brome,1
BIB986,London municipal documents,1
BIB1018,Documents from the collection of a Yorkist partisan,1
BIB1022,Document relating to merchant shipping,1
BIB1051,Worcester marriage indenture,1
BIB1058,Documents quoted in the glossary to Twysden's 'Historiae Anglicanae Scriptores X',1
BIB1076,"Testimony of Robert Goodgroom, mole-catcher of Kent, concerning conspiracy, witchcraft, and murder",1
BIB1087,Material from the Book of Brome in the hand of Robert Melton,1
BIB1097,"Documents concerning Robert Reynys of Accle (Norfolk), preserved in his commonplace book",1
BIB1110,Doctrina et consilium Galiensis,1
BIB1119,"List of dogs in London, College of Arms, Arundel MS 58",1
BIB1125,Accedence (grammatical treatise) in MS Douce 103,1
BIB1126,Indenture providing a dower for Agnes Pekham,1
BIB1127,Dream Book (1),1
BIB1129,Plant glosses in MS Dresden Dc 160,1
BIB1130,Comparacio (grammatical treatise),1
BIB1131,Works,1
BIB1132,Dicts and Sayings of the Philosophers,1
BIB1133,Dublin play of Abraham and Isaac,1
BIB1134,"Word list in Trinity College, Dublin MS 157",1
BIB1135,"Medical recipe in MS Trinity College, Dublin 158",1
BIB1137,Glossary of plant-names in Durham Cathedral MS Hunter 100,1
BIB1138,Manual of falconry in Durham Record Office Roll D/X/76/7,1
BIB1139,Treatise on syntax in Durham Cathedral MS B.4.19,1
BIB1140,Cookery recipes in Durham University MS Cosin V.3.11,1
BIB1141,Marginalia in a manuscript of Hoccleve's poems,1
BIB1142,Menus in Durham University MS Cosin V.3.11,1
BIB1143,Dux Moraud,1
BIB1144,Saint Audoen,1
BIB1145,On the Properties of the Eagle in Medicine,1
BIB1152,England's Commercial Policy,1
BIB1154,Efficacy of Ave Marias,1
BIB1156,Proper Terms for Carving in BL MS Egerton 1995,1
BIB1159,Eleven Pains of Hell (2),1
BIB1161,Eleven Pains of Hell (4),1
BIB1162,Emaré,1
BIB1163,Emendation of Wine,1
BIB1167,Epistola ad Simplices Sacerdotes (Instructions for Regular Clergy),1
BIB1168,Epitaph of the Duke of Gloucester,1
BIB1169,"Epitaph on the Tomb of John Baret, St. Mary's Church, Bury St. Edmunds",1
BIB1171,Equatorie of the Planets,1
BIB1227,Glosses in Erfurt MS Amplon Q.351,1
BIB1229,Eulogium Historiarum sive Temporis,1
BIB1230,Eulogium Historiarum sive Temporis (continued to the year 1413),1
BIB1233,Exchequer Miscellaneous Deeds in the Public Records Office,1
BIB1236,"General Excommunication List from Dorchester, Dorset",1
BIB1237,Execution of Sir Simon Fraser,1
BIB1238,An Exhortation before Communion,1
BIB1239,Expedition of Edward IV into France,1
BIB1240,Expedition of Henry V into France,1
BIB1246,"Extent of Banstead, Surrey",1
BIB1248,Extents of the Baronies of County Kilkenny,1
BIB1255,English Words in the Fasciculus Morum,1
BIB1256,English Words in the Fasciculi Zizaniorum,1
BIB1257,French Chronicle of London,1
BIB1258,Feast of Neville (1),1
BIB1260,The Feast of Tottenham,1
BIB1283,Femina,1
BIB1296,Sir Firumbras (1),1
BIB1297,Sir Firumbras (2),1
BIB1299,Five Puzzles in the Book of Brome,1
BIB1300,The Five Wits,1
BIB1301,Easter Sermon,1
BIB1303,The Flemish Insurrection,1
BIB1306,Le Bone Florence of Rome,1
BIB1309,The Flower and the Leaf,1
BIB1310,Aphorism in Gonville and Caius College MS 365/728 (flyleaf),1
BIB1311,For as Much as Man's Soul,1
BIB1312,Statutes and Laws of the King's Forests,1
BIB1314,Form of Confession (2),1
BIB1316,Form of Excommunication (1),1
BIB1317,Form of Excommunication (2),1
BIB1321,Form of Profession of a Lay Brother,1
BIB1322,Announcements and Notices Added to the York Manual,1
BIB1323,Declaration on Certain Writings Sent out of Scotland,1
BIB1325,Replication Against the Claim of the Duke of York to the Crown,1
BIB1327,"Articles of Advice Sent from Edward of Lancaster, prince of Wales (son of Henry VI) to Richard, Earl of Warwick, 1470-71",1
BIB1329,Four Manners in Which a Man May Wit if He Be Out of Deadly Sin,1
BIB1330,The Fox and the Wolf,1
BIB1331,Brut,1
BIB1334,"Estorie des Engles, part 1",1
BIB1335,"Estorie des Engles, part 2",1
BIB1338,Sir Gawain and the Green Knight,1
BIB1339,Sir Gawain and the Carl of Carlisle,1
BIB1341,Genesis and Exodus,1
BIB1342,Generides (1),1
BIB1343,Generides (2),1
BIB1345,Gesta Regum,1
BIB1346,The Golden Epistle (1),1
BIB1347,The Golden Epistle (2),1
BIB1350,"Gesta Abbatum Monasterii Sancti Albani, part 1",1
BIB1351,"Gesta Abbatum Monasterii Sancti Albani, part 2",1
BIB1352,"Gesta Abbatum Monasterii Sancti Albani, part 3",1
BIB1353,"Gesta Abbatum Monasterii Sancti Albani, continuation",1
BIB1354,The Gest of Sir Gawain,1
BIB1357,Ghost Stories,1
BIB1359,"Guild Book of Aldersgate, London",1
BIB1360,"Ordinances of the Guild of St. George, Norwich",1
BIB1362,De Principis Instructione Liber,1
BIB1363,De Legibus et Consuetudinibus Regni Angliae,1
BIB1367,"Chronicle, Version C",1
BIB1368,"Chronicle, Version C (with prose insertions)",1
BIB1371,Glosses in John of Garland's Dictionarius,1
BIB1372,Manuscript glosses cited in Halliwell's Dictionary,1
BIB1373,Glosses in Latin Grammars,1
BIB1374,Glosses in Alexander Neckam's De Nominibus Utensilium,1
BIB1375,Glosses in a commentary on the letters of Sidonius Apollinaris,1
BIB1376,Godfridus on Palladius,1
BIB1377,"English Register of Godstow Nunnery, Oxfordshire",1
BIB1380,Confessio Amantis (conclusion of first recension),1
BIB1382,In Praise of Peace,1
BIB1386,Grant of Arms to William Swayne of Somerset,1
BIB1400,The Green Knight,1
BIB1401,Gregory's Chronicle of London,1
BIB1406,Great Chronicle of London,1
BIB1407,Guiscardo and Ghismonda,1
BIB1408,Recipe for making gunpowder,1
BIB1410,Guy of Warwick (2),1
BIB1413,Glosses in BL Egerton 829,1
BIB1417,Chronicle (first version),1
BIB1420,"Glosses to the Gospel of John, in Oxford, Bodleian Library, Hatton 38",1
BIB1421,"Gospels in Oxford, Bodleian Library, Hatton 38",1
BIB1422,"Informacio (treatise on grammar) in Oxford, Bodleian Library, Hatton 58",1
BIB1424,Treatise on Hawking in BL Sloane 2721,1
BIB1426,Heights of Men,1
BIB1427,Debate Between the Heart and the Eye (1),1
BIB1428,Debate Between the Heart and the Eye (2),1
BIB1429,Debate Between the Heart and the Eye (3),1
BIB1430,History of the English,1
BIB1431,Dité de Hosebondrie,1
BIB1432,Walter of Henley's Husbandry (ME version),1
BIB1433,Medical Recipes from Henslow's Medical Works,1
BIB1434,Herbs for a Salad,1
BIB1435,Come shuppere,1
BIB1436,Cryst,1
BIB1437,Herodes,1
BIB1438,Heyle leuedy,1
BIB1439,Holy moder,1
BIB1440,Holy wrouhte,1
BIB1441,Iesu,1
BIB1442,Louerd shyld me,1
BIB1443,My volk,1
BIB1444,Soethþe mon,1
BIB1445,Þe kynges baneres,1
BIB1446,Þou kyng,1
BIB1447,Þou wommon,1
BIB1448,Wele heriȝyng,1
BIB1449,What ys he,1
BIB1450,The Hermit and the Outlaw,1
BIB1454,Higden's Polychronicon (2) (anonymous fifteenth-century translation),1
BIB1455,"Higden's Polychronicon (2), continuation",1
BIB1456,"Higden's Polychronicon, continuation in Cambridge, Corpus Christi College 152",1
BIB1459,Epistle to a Christian Friend (ME version of part of Walter Hilton's Epistola ad quemdam seculo renunciare volentem),1
BIB1463,Johannes Hispaniensis's Regimen Sanitatis (fifteenth-century ME version),1
BIB1466,Histories of Durham,1
BIB1468,History of the Patriarchs,1
BIB1470,Invocatio ad Beatam Virginem,1
BIB1471,Invocatio ad Filium,1
BIB1472,Invocatio ad Patrem,1
BIB1473,Invocatio ad Spiritum Sanctum,1
BIB1474,Appeal to Lady Money,1
BIB1476,Balade to the Duke of Bedford,1
BIB1477,Prayer to the Blessed Virgin (1),1
BIB1478,Prayer to the Blessed Virgin (2),1
BIB1479,Balade to My Maister Carpenter,1
BIB1480,"Virelai to My Lord the Chancellor, the Archbishop of Canterbury",1
BIB1484,Balade to Henry V on His Accession,1
BIB1485,Balades to Henry V and the Knights of the Garter,1
BIB1486,Virelai to Henry V for Money,1
BIB1487,Balade to the Victorious King Henry V,1
BIB1488,Praise of His Lady,1
BIB1491,Lady Money's Answer,1
BIB1492,Mother of God,1
BIB1494,La Mâle Règle,1
BIB1495,Address to Sir John Oldcastle,1
BIB1496,Songs in a ME translation of a prose version of De Guileville's Pilgrimage of the Soul,1
BIB1497,Complaint of the Virgin before the Cross,1
BIB1498,On Richard II's Burial at Westminster,1
BIB1501,On the Seven Joys of the Virgin in Heaven,1
BIB1502,Balade and Roundel to Henry Somer,1
BIB1503,Balade to Henry Somer,1
BIB1504,Balade to the Virgin and Christ,1
BIB1505,Balade To My Gracious Lord of York,1
BIB1508,Horn Child,1
BIB1509,The Properties of a Horse (2),1
BIB1510,The Properties of a Horse (3),1
BIB1511,The Properties of a Horse (4),1
BIB1512,The Properties of a Horse (5),1
BIB1513,Horse-Dealing Lore,1
BIB1514,Hortus Vocabulorum,1
BIB1519,How the Good Wife Taught her Daughter (2),1
BIB1520,How the Good Wife Taught her Daughter (3),1
BIB1521,The Good Wife Would a Pilgrimage,1
BIB1522,Manuals of Falconry in Harley 2340 (Prince Edward's Book of Hawking and 'JB' treatise),1
BIB1523,Cookery Book in BL Harley 279,1
BIB1524,Cookery Book in BL Harley 4016,1
BIB1525,Treatise on Diseases of Hawks in BL Hrl 2340 (A version),1
BIB1526,Treatise on Diseases of Hawks in BL Hrl 2340 (B version),1
BIB1527,Herbarium Apuleii (early Middle English copy of an Old English translation),1
BIB1528,Glosses to Herbarium Apuleii in BL Hrl 6258B,1
BIB1529,Medicina de Quadrupedibus,1
BIB1530,Plant Names in BL Harley 978,1
BIB1531,Glosses in Latin Metrical Vocabularies (including the Distigium) in BL Harley 1002,1
BIB1532,Vocabulary in BL Harley 1002,1
BIB1533,Medical Vocabulary in BL Harley 2378,1
BIB1534,Medical Recipes in BL Harley 2378,1
BIB1535,Cookery Recipes in BL Harley 2378,1
BIB1536,Recipe in BL Harley 2378,1
BIB1537,Proverbs in BL Harley 3362,1
BIB1538,Holy Rood,1
BIB1539,Commentary on the Seven Penitential Psalms,1
BIB1543,Shires and Hundreds of England,1
BIB1544,Hunting of the Hare,1
BIB1546,Ignorancia Sacerdotum,1
BIB1547,Abuses of power under three kings,1
BIB1557,A ME term for 'jaundice' in a Latin text,1
BIB1563,Articles of inquiry for the justices itinerant issued in 1273,1
BIB1564,"Antedatings of ME words in the 'Oxford English Dictionary,' cited from the 'Bulletin of the Institute of Historical Research,' part 1",1
BIB1570,Material cited from 'A Calendar of Documents Relating to Ireland',1
BIB1590,Indenture between Robert and Thomas Elyngham,1
BIB1593,Indenture between the Mayor of London and the warden of the Friars Minor,1
BIB1604,"Indenture between John Langton, Chancellor of Cambridge University, and Simon Dalling, Warden of Trinity Hall",1
BIB1613,"Indenture made between King's College, Cambridge, and the Vicar of Prescot",1
BIB1614,Indenture between Thomas Prior and Alexander Colwell,1
BIB1619,"Indenture made at Stotfold, Staffordshire, for the sale of timber",1
BIB1623,"Indenture for the lease of land between William Wood and Adam Hore, Dorrington, Shropshire",1
BIB1644,Material cited from Halliwell's 'Dictionary of Archaic and Provincial Words',1
BIB1656,"Material cited from manuscripts in Emmanuel College, Cambridge",1
BIB1657,Material cited from manuscripts in Eton College,1
BIB1658,"Material cited from manuscripts in Magdalene College, Cambridge",1
BIB1659,"Material cited from manuscripts in Fitzwilliam Museum, Cambridge",1
BIB1660,"Material cited from manuscripts in Peterhouse, Cambridge",1
BIB1661,"Material cited from manuscripts in St John's College, Cambridge",1
BIB1662,"Material cited from manuscripts in Trinity College, Cambridge",1
BIB1666,Treatise on Husbandry,1
BIB1667,An Honour to London,1
BIB1675,"A night prayer, beginning 'In manus tuas'",1
BIB1683,Interjections,1
BIB1684,"Material relating to the manors of Ramsey Abbey, Huntingdonshire",1
BIB1687,The ME term 'botecoraye:' used of a game,1
BIB1692,"Material from 'Notes and Queries,' ser. 11.8",1
BIB1698,"Material from 'The Norfolk Antiquarian Miscellany,' vol. 1",1
BIB1699,"Material from 'The Norfolk Antiquarian Miscellany,' vol. 2",1
BIB1700,"Material from 'The Norfolk Antiquarian Miscellany,' vol. 3",1
BIB1701,"Material from 'The Norfolk Antiquarian Miscellany,' ser. 2",1
BIB1702,"Material from 'Norfolk Archaeology,' vol. 16",1
BIB1703,Material from Owst's 'Literature and Pulpit in Medieval England',1
BIB1704,Material from Owst's 'Preaching in Medieval England',1
BIB1705,"Material from 'The Victoria History of the County of Cumberland,' vol. 1",1
BIB1706,"Material from 'The Victoria History of the County of Cumberland,' vol. 2",1
BIB1707,"Material from 'The Victoria History of the County of Gloucester,' vol. 2",1
BIB1708,"Material from 'The Victoria History of the County of Sussex,' vol. 2",1
BIB1709,Material from a glossary of architectural terms,1
BIB1710,Scribal addenda to the Northern Pauline Epistles,1
BIB1711,Material from a study of English compound nouns used in personal descriptions,1
BIB1759,"Court rolls of the estates of Thomas, Earl of Lancaster",1
BIB1760,"Inquests from Lancashire, part 1",1
BIB1761,"Inquests from Lancashire, part 2",1
BIB1762,"Inquests from Lancashire, part 3",1
BIB1763,Inquisitions from Ely,1
BIB1795,"Material from 'A Dictionary of British Surnames,' 2nd ed.",1
BIB1796,"Material from 'A Dictionary of British Surnames,' 3rd ed.",1
BIB1797,"Material from 'Records of the Borough of Nottingham' (Stevenson, vol. 1)",1
BIB1798,"Material from 'Records of the Borough of Nottingham' (Stevenson, vol. 2)",1
BIB1799,"Material from 'Records of the Borough of Nottingham' (Stevenson, vol. 3)",1
BIB1800,Material from 'The Manuscripts of Westminster Abbey',1
BIB1801,"Material from Rymer's 'Foedera,' 1709-10 ed.",1
BIB1802,"Material from Rymer's 'Foedera,' 1816-69 ed.",1
BIB1803,Material from Salzman's 'Building in England',1
BIB1804,"Middle English Sea Terms, part 1",1
BIB1805,"Middle English Sea Terms, part 2",1
BIB1806,"Middle English Sea Terms, part 3",1
BIB1807,"Inscription on a window of All Saints' Church, York",1
BIB1808,"Inscription on the tomb of John Baret, Bury St. Edmunds",1
BIB1809,"Inscription on a chair at Beverley, Yorkshire",1
BIB1810,"Inscription on the grave of Harry Hawles, Isle of Wight",1
BIB1811,Material cited from 'Beiträge zur mittelenglischen Medizinliteratur',1
BIB1812,"Inscription at Newland Church, Gloucestershire",1
BIB1813,"Inscription in Cawston Church, Norfolk",1
BIB1814,"Inscriptions on medieval tiles at the Priory Church of Great Malvern, Worcestershire",1
BIB1815,"Inscription on the tomb of Robert Poyntzs, of Bitton, Gloucestershire",1
BIB1816,Material from Scrope's 'History of the Manor of Castle Combe',1
BIB1817,Place-names of Cumberland and Westmorland,1
BIB1818,"Material from Shailor's 'Catalogue of Medieval and Renaissance Manuscripts in the Beinecke Rare Book and Manuscript Library, Yale University'",1
BIB1819,Material from Singer's 'Catalogue of Latin and Vernacular Alchemical Manuscripts in Great Britain and Ireland',1
BIB1820,English Place-name Elements,1
BIB1821,Material cited from Spelman's 'Glossarium',1
BIB1822,Material cited from Spelman's 'Glossaria',1
BIB1823,Instituta Cnuti Aliorumque Regum Anglorum,1
BIB1824,"Material from Oxford, Bodleian Library, MS Digby 86",1
BIB1826,"Deed of John Brythwald of Mildenhall, Suffolk",1
BIB1830,Material from Strutt's 'Complete View of the Dress and Habits of the People of England',1
BIB1831,Material from Stubbs's 'Select Charters',1
BIB1832,Middle English dialect material from Worcestershire records,1
BIB1833,Material from a study of 'The Owl and the Nightingale',1
BIB1834,Interlude of the Clerk and the Girl,1
BIB1835,Interpolation in Anglo Saxon law code (II Cnut),1
BIB1843,The Materials of Medieval Painting,1
BIB1844,Middle English Occupational Terms,1
BIB1845,Material from the 'Annals of Windsor',1
BIB1846,Introductio ad Artem Parvem Galieni (ME version),1
BIB1847,Medical Remedies in MS Sln 73 (1),1
BIB1848,Medical Remedies in MS Sln 73 (2),1
BIB1849,Medical Remedies in MS Sln 1764,1
BIB1850,Medical Remedies in MS Trin-C R.14.51,1
BIB1851,Bernard of Gordon's 'Lilium Medicine' (ME version),1
BIB1852,Introduction to a prayer ascribed to Anselm,1
BIB1853,Invective against France,1
BIB1854,Inventories from the year of Agincourt,1
BIB1863,"Register of the Lady Chapel in the parish church at Cirencester, Gloucestershire",1
BIB1867,"Inventory of the effects of Sir John Fastolf, pt.1 (gold, silver, etc.)",1
BIB1869,"Inventories of guild property, Stratford-upon-Avon",1
BIB1883,Inventory of Queen Katherine's Wardrobe,1
BIB1887,"Inventories of the Cathedral Church of St. Paul, London",1
BIB1891,Kentish Place-names,1
BIB1892,Place-names of Kent,1
BIB1893,"Records of St. Bartholomew's Priory and Church, West Smithfield, London",1
BIB1894,"Material from a History of the Parish of Whalley, Lancashire, part 1",1
BIB1895,"Material from a History of the Parish of Whalley, Lancashire, part 2",1
BIB1896,"Latin Ecclesiastical Documents, part 1",1
BIB1900,"Material relating to Holborn, London",1
BIB1901,"Material from Willis and Clark's 'Architectural History of the University of Cambridge,' part 1",1
BIB1905,Architectural Terms,1
BIB1906,Material from 'Old Service-books of the English Church',1
BIB1907,Material from a 'Dictionary of Obsolete and Provincial English',1
BIB1908,"Material from Wright's 'Early Mysteries and other Latin Poems, etc.'",1
BIB1909,Material from 'The Annals of the Barber-Surgeons of London',1
BIB1910,"Material from Young's 'Drama of the Medieval Church,' part 1",1
BIB1911,"Material from Young's 'Drama of the Medieval Church,' part 2",1
BIB1912,Ipomedon (1),1
BIB1913,Ipomedon (2),1
BIB1914,Ipomedon (3),1
BIB1916,Ipswich Domesday (1),1
BIB1917,Ipswich Domesday (2),1
BIB1920,Jacob and Joseph,1
BIB1921,Jacob's Well,1
BIB1922,Kingis Quair,1
BIB1926,The Story of Job,1
BIB1927,Verse life of John the Baptist (expanded from the South English Legendary),1
BIB1929,Joseph of Aramathie,1
BIB1931,Bargain of Judas,1
BIB1932,Cookery Recipes in Cotton Julius D.8,1
BIB1933,Planting and Grafting in Cotton Julius D.8,1
BIB1934,Menus in Cotton Julius D.8,1
BIB1937,King Edward and the Shepherd,1
BIB1938,Kentish Sermons,1
BIB1939,The King and the Hermit,1
BIB1940,The Wicked Knight and the Friar,1
BIB1941,The Good Knight and the Jealous Wife,1
BIB1942,The Knight of Curtesy,1
BIB1943,"Chronicle of Leicester, part 1",1
BIB1944,"Chronicle of Leicester, part 2",1
BIB1945,Knight's Fees of the Abbey of Shaftesbury,1
BIB1946,How Knights of the Bath Should be Made,1
BIB1947,The Book of the Knight of La Tour-Landry,1
BIB1951,The Lady Prioress and her Suitors,1
BIB1952,Manual of Falconry in Lambeth 306,1
BIB1953,Secreta Secretorum (anonymous ME version in Lambeth MS 501),1
BIB1954,Sir Lambewell,1
BIB1955,Events under Henry VI and Edward IV,1
BIB1956,Homilies in Lambeth MS 487 (excluding homilies treated individually),1
BIB1957,Homily on the Creed in Lambeth MS 487,1
BIB1958,Homily In Diebus Dominicis in Lambeth MS 487,1
BIB1959,Homily on the Pater Noster in Lambeth MS 487,1
BIB1960,Aelfric's Homily In Die Pentecosten (ME version in Lambeth MS 487),1
BIB1961,"Homily on Vices, Virtues, and Abuses in Lambeth MS 487",1
BIB1962,Miracles of the Virgin in Lambeth MS 432,1
BIB1963,Lament for Sir John Berkeley of Wymondham,1
BIB1966,Prose Lament of the Virgin,1
BIB1967,Sir Landeval,1
BIB1972,"Latin Chronicle in London, College of Arms, Arundel MS 5",1
BIB1973,Secreta Secretorum (anonymous ME version in MS Laud Misc. 685),1
BIB1978,"Long Charter of Christ, C text",1
BIB1979,Cookery Recipes in MS Laud Misc. 553,1
BIB1980,Herbal Glossary in MS Laud Misc. 567,1
BIB1981,Lessons of the Dirige (1),1
BIB1983,Laud Troy Book,1
BIB1986,Prose Miracle of the Virgin in MS Brotherton 501,1
BIB1988,Lai le Freine,1
BIB1989,Legal Glossary in Bokenham's Mappula Angliae,1
BIB1990,Legal Glossary in Cotton MS Galba E.4,1
BIB1991,Legal Glossary in the Liber Memorandum of the London Guildhall,1
BIB1993,Legal Glossary in the Anonymous ME Version of Higden's Polychronicon,1
BIB1994,Legal Glossary in Roger of Hoveden's Chronicle,1
BIB1996,Legal Glossary in Cotton MS Julius D.7,1
BIB1999,"Legal Glossary in MS 11 of St. Paul's Cathedral, London",1
BIB2001,Sermon on the Passion of the Lord,1
BIB2002,Prose Legend of the Cross Before Christ (1),1
BIB2003,Prose Legend of the Cross Before Christ (2),1
BIB2004,Laws of Edward the Confessor (1),1
BIB2007,Legend of the Vernicle in Harley 149,1
BIB2008,Laws of William I,1
BIB2009,Herbal,1
BIB2010,Treatise on the Length of the Days in the Year,1
BIB2011,Letter of Alexander to Aristotle,1
BIB2012,"John Ball's Letter to the Peasants of Essex, 1381",1
BIB2015,"Letter relating to a legal dispute, Recorded by Nicholas Bishop",1
BIB2016,"Letterbooks I and K in the City of London Records Office, Guildhall (extracts)",1
BIB2017,"Letterbook A in the City of London Records Office, Guildhall (calendar)",1
BIB2018,"Letterbook B in the City of London Records Office, Guildhall (calendar)",1
BIB2019,"Letterbook C in the City of London Records Office, Guildhall (calendar)",1
BIB2020,"Letterbook D in the City of London Records Office, Guildhall (calendar)",1
BIB2021,"Letterbook E in the City of London Records Office, Guildhall (calendar)",1
BIB2022,"Letterbook F in the City of London Records Office, Guildhall (calendar)",1
BIB2023,"Letterbook G in the City of London Records Office, Guildhall (calendar)",1
BIB2024,"Letterbook H in the City of London Records Office, Guildhall (calendar)",1
BIB2025,"Letterbook I in the City of London Records Office, Guildhall (calendar)",1
BIB2026,"Letterbook K in the City of London Records Office, Guildhall (calendar)",1
BIB2027,"Letterbook L in the City of London Records Office, Guildhall (calendar)",1
BIB2029,"Letter of Instruction to Emond Bugge, Squire of the King's Chamber and Envoy to Scotland",1
BIB2036,"Letters in the Register of William Curteys, Abbot of St. Edmund's Abbey, Suffolk",1
BIB2037,Durham Letter relating to the Hilary Parliament of 1404,1
BIB2038,Letter from Edward IV to Richard Duke of York,1
BIB2041,Letters respecting Fauconberge's Kentish Rising,1
BIB2042,Letter from Lady Ferrers to Her Son,1
BIB2043,Letter from Peter Garneys,1
BIB2044,"Letter from William Grey, Bishop of Lincoln to Thomas Bekynton, Bishop of Bath and Wells",1
BIB2046,Letter from Robert Waterton to Henry V,1
BIB2049,"Letters from Henry VI to William Curteys, Abbot of Bury St. Edmunds",1
BIB2059,Letter in Cambridge Trinity College O.2.53,1
BIB2060,Model Letter from Dictaminal Formulary in Harvard Law Library MS 43,1
BIB2061,Letter relating to proceedings of the Court and Nobility,1
BIB2064,Letters of Queen Margaret of Anjou,1
BIB2068,Letter Subscribed 'Sir James of Ormond Knyght',1
BIB2077,Instructions to Scrope and Letters,1
BIB2079,Letters from Southampton Archives,1
BIB2082,Correspondence and Proclamations relating to the war with France,1
BIB2085,Letters of Lady Elizabeth de la Zouche,1
BIB2086,The Vision of Edmund Leversedge,1
BIB2094,Liber Cure Cocorum,1
BIB2095,Medical Recipes in BL Add 34111,1
BIB2098,Liber Custumarum (3),1
BIB2099,Liber Horn,1
BIB2105,Domesday Book,1
BIB2106,"Calendar of the Liberate Rolls, 1226-40",1
BIB2107,"Calendar of the Liberate Rolls, 1240-45",1
BIB2108,"Liberate Rolls, 2-5",1
BIB2109,Verse Life of John of Bridlington (Eulogy of John Thwenge),1
BIB2111,The Craft of Limning Books,1
BIB2112,Informacio (grammatical treatise),1
BIB2114,Lineage of the Lords of Clare,1
BIB2115,"Accedence (grammatical treatise) in Oxford, Lincoln College Lat. 130",1
BIB2116,"Treatise on Syntax in Oxford, Lincoln College Lat. 130",1
BIB2119,The Little Children's Book (2),1
BIB2120,Illustrated Nominale,1
BIB2121,Book of the Kings of England,1
BIB2124,A Lovesong of Our Lord,1
BIB2126,A Bidding Prayer (according to the use of London),1
BIB2128,"London Chronicle in London, College of Arms, Arundel 19 (ending 1452)",1
BIB2129,London Chronicle in BL Cotton Cleopatra C.4 (ending 1443),1
BIB2130,London Chronicle in Hatfield House MS 281 (ending 1450),1
BIB2131,London Chronicle in BL Harley 540 (ending 1447),1
BIB2132,London Chronicle in BL Harley 565 (ending 1443),1
BIB2133,London Chronicle in BL Harley 3775 (ending 1429-30),1
BIB2134,London Chronicle in BL Cotton Julius B.2 (ending 1432),1
BIB2135,"London Chronicle in Oxford, Bodleian, Rawlinson B.355",1
BIB2136,"London Chronicle in BL Cotton Vitellius A.16, part one (ending 1440)",1
BIB2137,London Guild Returns,1
BIB2139,The Height of Christ,1
BIB2140,Thou Shalt Love Thy Lord,1
BIB2141,The History of the Holy Grail,1
BIB2142,Merlin,1
BIB2144,Venus's Mass,1
BIB2146,The Little Ship of Venice,1
BIB2148,Ludus Anglicorum,1
BIB2149,Ludus Coventriae,1
BIB2150,Lyarde,1
BIB2153,Ballade on an Ale Seller,1
BIB2155,Ballade on an Ale Seller Become Constant,1
BIB2157,Ave Maria,1
BIB2159,Ballade of Good Counsel,1
BIB2161,Ballade of Her that Hath All Virtues,1
BIB2165,Verses on Cambridge,1
BIB2169,Charters of the Kings of England,1
BIB2172,Guard Your Tongue,1
BIB2174,Complaint for Lack of Mercy,1
BIB2181,De Sancta Maria contra pestilenciam,1
BIB2184,Dietary (interpolated stanzas),1
BIB2189,"Beware of Doubleness, Envoy",1
BIB2190,The Dolorous Pity of Christ's Passion,1
BIB2191,The Departing of Thomas Chaucer,1
BIB2193,They That No While Endure (1),1
BIB2195,Epistle to Sibille,1
BIB2196,Examples Against Women,1
BIB2199,The Flower of Courtesy,1
BIB2203,The Fifteen Tokens Before Doom,1
BIB2204,Song Against Flemings,1
BIB2205,Four Things that Make a Man a Fool (1),1
BIB2208,A Friend At Need,1
BIB2213,God Is Mine Helper,1
BIB2219,Roundel on the Coronation of King Henry VI,1
BIB2221,Title and Pedigree of King Henry VI,1
BIB2224,Ballade on the Image of Our Lady,1
BIB2228,The Child Jesus to Mary the Rose,1
BIB2240,A Lover's New Year's Gift,1
BIB2243,Measure is Treasure,1
BIB2244,Against Millers and Bakers,1
BIB2248,Mumming at Bishopswood,1
BIB2249,Mumming at Eltham,1
BIB2250,Mumming for the Goldsmiths of London,1
BIB2251,Mumming at Hertford,1
BIB2252,Mumming at London,1
BIB2253,Mumming for the Mercers of London,1
BIB2254,Mumming at Windsor,1
BIB2258,Pageant of Knowledge,1
BIB2259,Paraphrase of Pater Noster,1
BIB2262,How the Plague Was Ceased in Rome,1
BIB2265,Praise of Saint Anne,1
BIB2268,Prayer to Gabriel,1
BIB2272,Prayer to Mary in Whom is Affiance,1
BIB2273,Prayer to Saint Michael,1
BIB2278,Prayer to Saint Robert of Bury,1
BIB2280,Prayer to Saint Thomas of Canterbury (1),1
BIB2281,Prayer to Saint Thomas of Canterbury (2),1
BIB2287,Rhyme Without Accord,1
BIB2288,Reason and Sensuality,1
BIB2289,Say the Best and Never Repent,1
BIB2291,Servant of Cupid Forsaken,1
BIB2295,Seven Wise Counsels (2),1
BIB2297,Lydgate's Stans Puer ad Mensam (revised version),1
BIB2302,The Eight Verses of Saint Bernard (1),1
BIB2304,Prayer to Saint Denis,1
BIB2307,Stella celi extirpavit (2),1
BIB2311,Life of Saint Petronilla,1
BIB2315,Troy Book (chapter headings),1
BIB2316,Te Deum,1
BIB2319,Tied With a Line,1
